0.53846,0.11805,0.13632,0.806,0.6015
0.65385,0.11111,0.13783,1.009,0.591
0.61538,0.11805,0.15091,1.064,0.574
0.76923,0.125,0.15292,1.109,0.547
0.80769,0.17361,0.19416,1.153,0.527
0.80769,0.18055,0.19416,1.207,0.527
0.80769,0.15972,0.19416,1.264,0.53
0.84615,0.22222,0.23541,1.318,0.534
0.84615,0.22917,0.24899,1.387,0.527
0.80769,0.23611,0.24849,1.47,0.511
0.84615,0.25695,0.27616,1.551,0.483
0.88462,0.32639,0.34457,1.594,0.532
0.80769,0.33333,0.35714,1.678,0.532
0.84615,0.36111,0.37123,1.767,0.532
0.84615,0.375,0.39839,1.869,0.532
0.88462,0.38889,0.41247,1.953,0.532
0.88462,0.43055,0.43964,2.115,0.5405
0.88462,0.4375,0.45322,2.115,0.5405
0.80769,0.46528,0.46579,2.099,0.553
0.88462,0.5,0.50755,2.16,0.554
0.92308,0.48611,0.49447,2.225,0.559
0.92308,0.58333,0.50805,2.433,0.5565
0.88462,0.53472,0.54829,2.39,0.563
0.92308,0.52778,0.54879,2.437,0.632
0.88462,0.56945,0.58903,2.523,0.658
0.88462,0.57639,0.60262,2.548,0.711
0.88462,0.59722,0.6162,2.559,0.752
0.92308,0.61805,0.63028,2.563,0.829
0.84615,0.63195,0.62928,2.56,0.906
0.88462,0.63195,0.64336,2.575,0.982
0.84615,0.61111,0.62928,2.586,1.063
0.80769,0.625,0.64235,2.606,1.146
0.76923,0.64583,0.65543,2.603,1.23
0.80769,0.63195,0.65594,2.597,1.323
0.80769,0.67361,0.6831,2.595,1.397
0.76923,0.69445,0.69618,2.608,1.477
0.76923,0.72222,0.73692,2.596,1.6
0.76923,0.69445,0.70976,2.577,1.682
0.73077,0.71528,0.72284,2.577,1.763
0.73077,0.74305,0.73642,2.577,1.781
0.69231,0.74305,0.73592,2.5825,1.823
0.69231,0.72917,0.7495,2.5905,1.895
0.65385,0.74305,0.74899,2.5955,1.975
0.61538,0.77083,0.78924,2.623,2.078
